Date,Product_id,Region,Units_expected,Stock,Percentage,Units_sold,Sales_amount,Sales_amount_manual,Clientes_unicos,N_transacciones,Product_name,Category,Subcategory,Static_price,Stock_turnover,Sell_through_pct,Days_inventory,Revenue_per_Unit_of_stock,Overstock_critico,Priority_action,Sobrestock crítico por MES,Excedente
2025-08-01,100,bajío,1305,1307,100.15,143,10636.74,12242.23,81,83,Sneakers Product 100,Footwear,Sneakers,85.61,0.109410865,10.95785441,274.1958042,8.138286151,TRUE,URGENTE 70% OFF,1186.82,1128.348
2025-09-01,100,bajío,1237,1677,135.57,108,8070.58,9245.88,69,69,Sneakers Product 100,Footwear,Sneakers,85.61,0.064400716,8.730800323,465.8333333,4.812510435,TRUE,URGENTE 70% OFF,1514.316,385.968
2025-10-01,100,bajío,1311,1340,102.21,128,9507.21,10958.08,75,75,Sneakers Product 100,Footwear,Sneakers,85.61,0.095522388,9.763539283,314.0625,7.094932836,TRUE,URGENTE 70% OFF,1217.348,831.38
2025-11-01,100,bajío,1409,1612,114.41,145,10331.84,12413.45,89,89,Sneakers Product 100,Footwear,Sneakers,85.61,0.089950372,10.29098652,333.5172414,6.409330025,TRUE,URGENTE 70% OFF,1474.708,643.328
2025-12-01,100,bajío,1204,1221,101.41,131,9672.27,11214.91,84,84,Sneakers Product 100,Footwear,Sneakers,85.61,0.107289107,10.88039867,279.6183206,7.921597052,TRUE,URGENTE 70% OFF,1099.308,455.98
2025-01-01,101,bajío,1523,1458,95.73,160,13798.66,16014.4,95,96,Sneakers Product 101,Footwear,Sneakers,100.09,0.109739369,10.50558109,273.375,9.464101509,TRUE,URGENTE 70% OFF,1343.124,0
2025-02-01,101,bajío,1680,1897,112.92,107,9257.71,10709.63,66,67,Sneakers Product 101,Footwear,Sneakers,100.09,0.05640485,6.369047619,531.8691589,4.880184502,TRUE,URGENTE 70% OFF,1761.496,1761.496
2025-03-01,101,bajío,1418,1343,94.71,148,12551.02,14813.32,94,94,Sneakers Product 101,Footwear,Sneakers,100.09,0.110201042,10.43723554,272.2297297,9.345510052,TRUE,URGENTE 70% OFF,1229.348,-532.148
2025-04-01,101,bajío,1428,1705,119.4,142,12317.66,14212.78,80,81,Sneakers Product 101,Footwear,Sneakers,100.09,0.083284457,9.943977591,360.2112676,7.224434018,TRUE,URGENTE 70% OFF,1561.72,2093.868
2025-05-01,101,bajío,1633,1465,89.71,159,13301.79,15914.31,92,93,Sneakers Product 101,Footwear,Sneakers,100.09,0.108532423,9.736680955,276.4150943,9.079720137,TRUE,URGENTE 70% OFF,1357.348,-736.52
2025-06-01,101,bajío,1464,1729,118.1,179,15405.67,17916.11,103,104,Sneakers Product 101,Footwear,Sneakers,100.09,0.103528051,12.22677596,289.7765363,8.910161943,TRUE,URGENTE 70% OFF,1587.28,2323.8
2025-07-01,101,bajío,1164,1178,101.2,109,9397.23,10909.81,69,69,Sneakers Product 101,Footwear,Sneakers,100.09,0.092529711,9.364261168,324.2201835,7.977275042,TRUE,URGENTE 70% OFF,1056.56,-1267.24
2025-08-01,101,bajío,1132,1143,100.97,102,8786.03,10209.18,60,61,Sneakers Product 101,Footwear,Sneakers,100.09,0.089238845,9.010600707,336.1764706,7.686815398,TRUE,URGENTE 70% OFF,1021.836,2289.076
2025-09-01,101,bajío,1480,1584,107.03,127,10772.26,12711.43,76,76,Sneakers Product 101,Footwear,Sneakers,100.09,0.080176768,8.581081081,374.1732283,6.800669192,TRUE,URGENTE 70% OFF,1455.564,-833.512
2025-10-01,101,bajío,1776,1893,106.59,158,13640.6,15814.22,96,96,Sneakers Product 101,Footwear,Sneakers,100.09,0.083465399,8.896396396,359.4303797,7.205810882,TRUE,URGENTE 70% OFF,1765.092,2598.604
2025-11-01,101,bajío,1567,1663,106.13,200,17012.93,20018,119,119,Sneakers Product 101,Footwear,Sneakers,100.09,0.120264582,12.76324186,249.45,10.23026458,TRUE,URGENTE 70% OFF,1535.644,-1062.96
2025-12-01,101,bajío,1603,1762,109.92,191,16536.38,19117.19,114,114,Sneakers Product 101,Footwear,Sneakers,100.09,0.108399546,11.91515908,276.7539267,9.385005675,TRUE,URGENTE 70% OFF,1630.096,2693.056
2025-01-01,102,bajío,999,1051,105.21,99,12962.62,15093.54,60,61,Sneakers Product 102,Footwear,Sneakers,152.46,0.094196004,9.90990991,318.4848485,12.33360609,TRUE,URGENTE 70% OFF,924.748,0
2025-02-01,102,bajío,857,936,109.22,79,10476.37,12044.34,47,47,Sneakers Product 102,Footwear,Sneakers,152.46,0.084401709,9.218203034,355.443038,11.19270299,TRUE,URGENTE 70% OFF,804.936,804.936
2025-03-01,102,bajío,882,865,98.07,102,13070.63,15550.92,57,58,Sneakers Product 102,Footwear,Sneakers,152.46,0.117919075,11.56462585,254.4117647,15.11055491,TRUE,URGENTE 70% OFF,747.316,-57.62
2025-04-01,102,bajío,1149,920,80.07,99,13240.27,15093.54,62,62,Sneakers Product 102,Footwear,Sneakers,152.46,0.107608696,8.61618799,278.7878788,14.39159783,TRUE,URGENTE 70% OFF,823.916,881.536
2025-05-01,102,bajío,624,806,129.17,54,7135.03,8232.84,32,32,Sneakers Product 102,Footwear,Sneakers,152.46,0.066997519,8.653846154,447.7777778,8.852394541,TRUE,URGENTE 70% OFF,650.996,-230.54
2025-06-01,102,bajío,799,741,92.74,69,8854,10519.74,44,44,Sneakers Product 102,Footwear,Sneakers,152.46,0.093117409,8.635794743,322.173913,11.94871795,TRUE,URGENTE 70% OFF,629.712,860.252
2025-07-01,102,bajío,908,1035,113.99,87,11672.28,13264.02,56,56,Sneakers Product 102,Footwear,Sneakers,152.46,0.084057971,9.581497797,356.8965517,11.27756522,TRUE,URGENTE 70% OFF,898.212,37.96
2025-08-01,102,bajío,878,1067,121.53,69,9201.59,10519.74,42,43,Sneakers Product 102,Footwear,Sneakers,152.46,0.064667291,7.858769932,463.9130435,8.623795689,TRUE,URGENTE 70% OFF,921.164,883.204
2025-09-01,102,bajío,892,802,89.91,63,8246.26,9604.98,41,41,Sneakers Product 102,Footwear,Sneakers,152.46,0.078553616,7.062780269,381.9047619,10.2821197,TRUE,URGENTE 70% OFF,694.108,-189.096
2025-10-01,102,bajío,993,1105,111.28,75,10033.08,11434.5,43,44,Sneakers Product 102,Footwear,Sneakers,152.46,0.067873303,7.552870091,442,9.079710407,TRUE,URGENTE 70% OFF,971.464,1160.56
2025-11-01,102,bajío,995,1252,125.83,106,13465.3,16160.76,62,62,Sneakers Product 102,Footwear,Sneakers,152.46,0.084664537,10.65326633,354.3396226,10.75503195,TRUE,URGENTE 70% OFF,1101.004,-59.556
2025-12-01,102,bajío,753,735,97.61,88,11766.38,13416.48,53,53,Sneakers Product 102,Footwear,Sneakers,152.46,0.119727891,11.68658699,250.5681818,16.00868027,TRUE,URGENTE 70% OFF,617.868,677.424
2025-01-01,103,bajío,807,939,116.36,96,13201.46,15268.8,57,57,Sneakers Product 103,Footwear,Sneakers,159.05,0.102236422,11.89591078,293.4375,14.05906283,TRUE,URGENTE 70% OFF,799.368,0
2025-02-01,103,bajío,949,1332,140.36,68,8894.54,10815.4,41,43,Sneakers Product 103,Footwear,Sneakers,159.05,0.051051051,7.165437302,587.6470588,6.677582583,TRUE,URGENTE 70% OFF,1163.568,1163.568
2025-03-01,103,bajío,1069,1083,101.31,80,10726.14,12724,47,47,Sneakers Product 103,Footwear,Sneakers,159.05,0.073868883,7.48362956,406.125,9.904099723,TRUE,URGENTE 70% OFF,961.428,-202.14
2025-04-01,103,bajío,1030,1276,123.88,112,14953.29,17813.6,69,70,Sneakers Product 103,Footwear,Sneakers,159.05,0.087774295,10.87378641,341.7857143,11.71887931,TRUE,URGENTE 70% OFF,1127.344,1329.484
2025-05-01,103,bajío,1074,861,80.17,80,10790.33,12724,48,48,Sneakers Product 103,Footwear,Sneakers,159.05,0.092915215,7.448789572,322.875,12.53232288,TRUE,URGENTE 70% OFF,764.796,-564.688
2025-06-01,103,bajío,1002,830,82.83,111,14633.31,17654.55,67,67,Sneakers Product 103,Footwear,Sneakers,159.05,0.13373494,11.07784431,224.3243243,17.63049398,TRUE,URGENTE 70% OFF,730.604,1295.292
2025-07-01,103,bajío,1059,1212,114.45,81,11315.13,12883.05,47,47,Sneakers Product 103,Footwear,Sneakers,159.05,0.066831683,7.648725212,448.8888889,9.335915842,TRUE,URGENTE 70% OFF,1074.66,-220.632
2025-08-01,103,bajío,1210,1065,88.02,138,18964.46,21948.9,81,81,Sneakers Product 103,Footwear,Sneakers,159.05,0.129577465,11.40495868,231.5217391,17.80700469,TRUE,URGENTE 70% OFF,959.376,1180.008
2025-09-01,103,bajío,1216,1543,126.89,90,12265.17,14314.5,53,53,Sneakers Product 103,Footwear,Sneakers,159.05,0.058327933,7.401315789,514.3333333,7.948911212,TRUE,URGENTE 70% OFF,1390.732,210.724
2025-10-01,103,bajío,925,1023,110.59,80,10950.34,12724,49,49,Sneakers Product 103,Footwear,Sneakers,159.05,0.078201369,8.648648649,383.625,10.70414467,TRUE,URGENTE 70% OFF,890.292,679.568
2025-11-01,103,bajío,1147,1163,101.39,136,18211.03,21630.8,81,83,Sneakers Product 103,Footwear,Sneakers,159.05,0.116938951,11.85701831,256.5441176,15.65866724,TRUE,URGENTE 70% OFF,1041.332,361.764
2025-12-01,103,bajío,1085,1243,114.56,134,17971.55,21312.7,76,77,Sneakers Product 103,Footwear,Sneakers,159.05,0.107803701,12.35023041,278.2835821,14.45820595,TRUE,URGENTE 70% OFF,1105.528,743.764
2025-01-01,104,bajío,904,866,95.8,81,6945.26,7992.27,52,53,Sneakers Product 104,Footwear,Sneakers,98.67,0.093533487,8.960176991,320.7407407,8.019930716,TRUE,URGENTE 70% OFF,751.04,0
2025-02-01,104,bajío,1154,1072,92.89,101,8612.22,9965.67,62,62,Sneakers Product 104,Footwear,Sneakers,98.67,0.094216418,8.752166378,318.4158416,8.033787313,TRUE,URGENTE 70% OFF,960.532,960.532
2025-03-01,104,bajío,925,927,100.22,79,6677.73,7794.93,50,50,Sneakers Product 104,Footwear,Sneakers,98.67,0.085221143,8.540540541,352.0253165,7.203592233,TRUE,URGENTE 70% OFF,806.736,-153.796
2025-04-01,104,bajío,1124,1185,105.43,92,7597.2,9077.64,55,55,Sneakers Product 104,Footwear,Sneakers,98.67,0.077637131,8.185053381,386.4130435,6.411139241,TRUE,URGENTE 70% OFF,1058.484,1212.28
2025-05-01,104,bajío,985,1153,117.06,105,8792.17,10360.35,63,63,Sneakers Product 104,Footwear,Sneakers,98.67,0.091066782,10.65989848,329.4285714,7.62547268,TRUE,URGENTE 70% OFF,1012.528,-199.752
2025-06-01,104,bajío,1250,1622,129.76,134,11226.48,13221.78,80,81,Sneakers Product 104,Footwear,Sneakers,98.67,0.082614057,10.72,363.1343284,6.921381011,TRUE,URGENTE 70% OFF,1466.288,1666.04
2025-07-01,104,bajío,1157,1147,99.14,127,10891.53,12531.09,78,78,Sneakers Product 104,Footwear,Sneakers,98.67,0.110723627,10.97666379,270.9448819,9.495666957,TRUE,URGENTE 70% OFF,1028.032,-638.008
2025-08-01,104,bajío,1369,1650,120.53,164,13970.83,16181.88,96,96,Sneakers Product 104,Footwear,Sneakers,98.67,0.099393939,11.97954711,301.8292683,8.467169697,TRUE,URGENTE 70% OFF,1505.364,2143.372
2025-09-01,104,bajío,1093,1305,119.4,94,7902.42,9274.98,58,58,Sneakers Product 104,Footwear,Sneakers,98.67,0.072030651,8.600182983,416.4893617,6.055494253,TRUE,URGENTE 70% OFF,1161.72,-981.652
2025-10-01,104,bajío,1011,940,92.98,87,7431.73,8584.29,50,50,Sneakers Product 104,Footwear,Sneakers,98.67,0.092553191,8.605341246,324.137931,7.906095745,TRUE,URGENTE 70% OFF,828.424,1810.076
2025-11-01,104,bajío,1051,1365,129.88,112,9570.62,11051.04,68,69,Sneakers Product 104,Footwear,Sneakers,98.67,0.082051282,10.6565176,365.625,7.011443223,TRUE,URGENTE 70% OFF,1209.144,-600.932
2025-12-01,104,bajío,1269,1661,130.89,187,15916.7,18451.29,110,110,Sneakers Product 104,Footwear,Sneakers,98.67,0.112582781,14.73601261,266.4705882,9.582600843,TRUE,URGENTE 70% OFF,1503.932,2104.864
2025-01-01,105,bajío,1168,1218,104.28,109,13311.28,15631.69,66,66,Boots Product 105,Footwear,Boots,143.41,0.089490969,9.332191781,335.2293578,10.92880131,TRUE,URGENTE 70% OFF,1092.864,0
2025-02-01,105,bajío,1286,1504,116.95,82,10238.17,11759.62,51,52,Boots Product 105,Footwear,Boots,143.41,0.054521277,6.376360809,550.2439024,6.807293883,TRUE,URGENTE 70% OFF,1363.66,1363.66
2025-03-01,105,bajío,1470,1501,102.11,135,16806.67,19360.35,87,87,Boots Product 105,Footwear,Boots,143.41,0.08994004,9.183673469,333.5555556,11.19698201,TRUE,URGENTE 70% OFF,1378.468,14.808
2025-04-01,105,bajío,1083,1234,113.94,73,8958.74,10468.93,45,45,Boots Product 105,Footwear,Boots,143.41,0.059157212,6.740535549,507.1232877,7.259918963,TRUE,URGENTE 70% OFF,1097.272,1082.464
2025-05-01,105,bajío,1176,1151,97.87,112,13512.78,16061.92,70,71,Boots Product 105,Footwear,Boots,143.41,0.09730669,9.523809524,308.3035714,11.74003475,TRUE,URGENTE 70% OFF,1033.556,-48.908
2025-06-01,105,bajío,1538,1723,112.03,146,18078.6,20937.86,88,88,Boots Product 105,Footwear,Boots,143.41,0.084735926,9.492847854,354.0410959,10.49251306,TRUE,URGENTE 70% OFF,1588.564,1637.472
2025-07-01,105,bajío,1490,1420,95.3,149,18172.87,21368.09,86,86,Boots Product 105,Footwear,Boots,143.41,0.104929577,10,285.9060403,12.79779577,TRUE,URGENTE 70% OFF,1305.64,-331.832
2025-08-01,105,bajío,1348,1556,115.43,109,13554.63,15631.69,70,70,Boots Product 105,Footwear,Boots,143.41,0.070051414,8.086053412,428.2568807,8.711201799,TRUE,URGENTE 70% OFF,1417.484,1749.316
2025-09-01,105,bajío,1151,1182,102.69,71,8812.45,10182.11,46,46,Boots Product 105,Footwear,Boots,143.41,0.060067682,6.168549088,499.4366197,7.455541455,TRUE,URGENTE 70% OFF,1058.772,-690.544
2025-10-01,105,bajío,1182,1412,119.46,94,11380.57,13480.54,57,57,Boots Product 105,Footwear,Boots,143.41,0.066572238,7.952622673,450.6382979,8.059893768,TRUE,URGENTE 70% OFF,1268.648,1959.192
2025-11-01,105,bajío,1244,1432,115.11,162,19217.65,23232.42,94,94,Boots Product 105,Footwear,Boots,143.41,0.113128492,13.02250804,265.1851852,13.42014665,TRUE,URGENTE 70% OFF,1293.868,-665.324
2025-12-01,105,bajío,1246,1458,117.01,144,17789.79,20651.04,87,88,Boots Product 105,Footwear,Boots,143.41,0.098765432,11.55698234,303.75,12.20150206,TRUE,URGENTE 70% OFF,1317.588,1982.912
2025-01-01,106,bajío,1625,1791,110.22,145,16120.8,18947.15,83,85,Boots Product 106,Footwear,Boots,130.67,0.080960357,8.923076923,370.5517241,9.001005025,TRUE,URGENTE 70% OFF,1658.736,0
2025-02-01,106,bajío,1592,1873,117.65,117,12917.06,15288.39,68,68,Boots Product 106,Footwear,Boots,130.67,0.062466631,7.349246231,480.2564103,6.896454885,TRUE,URGENTE 70% OFF,1731.82,1731.82
2025-03-01,106,bajío,1709,2188,128.03,182,20258.43,23781.94,105,105,Boots Product 106,Footwear,Boots,130.67,0.083180987,10.64950263,360.6593407,9.258880256,TRUE,URGENTE 70% OFF,2034.364,302.544
2025-04-01,106,bajío,1450,1719,118.55,97,10574.75,12674.99,66,66,Boots Product 106,Footwear,Boots,130.67,0.056428156,6.689655172,531.6494845,6.151687027,TRUE,URGENTE 70% OFF,1576.74,1274.196
2025-05-01,106,bajío,1389,1385,99.71,103,11385.87,13459.01,64,64,Boots Product 106,Footwear,Boots,130.67,0.074368231,7.415406767,403.3980583,8.220844765,TRUE,URGENTE 70% OFF,1265.348,-8.848
2025-06-01,106,bajío,1318,1089,82.63,158,17869.66,20645.86,100,100,Boots Product 106,Footwear,Boots,130.67,0.145087236,11.98786039,206.7721519,16.40923783,TRUE,URGENTE 70% OFF,989.844,998.692
2025-07-01,106,bajío,1494,1704,114.06,150,16784.01,19600.5,87,87,Boots Product 106,Footwear,Boots,130.67,0.088028169,10.04016064,340.8,9.849771127,TRUE,URGENTE 70% OFF,1567.128,568.436
2025-08-01,106,bajío,1267,1417,111.84,137,15600.95,17901.79,80,81,Boots Product 106,Footwear,Boots,130.67,0.096683133,10.81294396,310.2919708,11.00984474,TRUE,URGENTE 70% OFF,1282.792,714.356
2025-09-01,106,bajío,1545,1509,97.67,117,12772.12,15288.39,68,69,Boots Product 106,Footwear,Boots,130.67,0.077534791,7.572815534,386.9230769,8.463962889,TRUE,URGENTE 70% OFF,1391.796,677.44
2025-10-01,106,bajío,1620,1720,106.17,144,16135.64,18816.48,89,89,Boots Product 106,Footwear,Boots,130.67,0.08372093,8.888888889,358.3333333,9.381186047,TRUE,URGENTE 70% OFF,1592.596,915.156
2025-11-01,106,bajío,1402,1494,106.56,176,19676.14,22997.92,108,108,Boots Product 106,Footwear,Boots,130.67,0.117804552,12.55349501,254.6590909,13.1701071,TRUE,URGENTE 70% OFF,1366.128,450.972
2025-12-01,106,bajío,1530,1859,121.5,182,20292.13,23781.94,109,109,Boots Product 106,Footwear,Boots,130.67,0.097902098,11.89542484,306.4285714,10.91561592,TRUE,URGENTE 70% OFF,1713.2,1262.228
2025-01-01,107,bajío,1782,2081,116.78,116,20287.485,26874.88,71,73,Boots Product 107,Footwear,Boots,231.68,0.055742432,6.509539843,538.1896552,9.748911581,TRUE,URGENTE 70% OFF,1940.864,0
2025-02-01,107,bajío,1777,2504,140.91,134,23367.915,31045.12,81,83,Boots Product 107,Footwear,Boots,231.68,0.053514377,7.5407991,560.5970149,9.332234425,TRUE,URGENTE 70% OFF,2334.908,2334.908
2025-03-01,107,bajío,2074,2505,120.78,269,34110.82,62321.92,119,121,Boots Product 107,Footwear,Boots,231.68,0.10738523,12.97010608,279.3680297,13.61709381,TRUE,URGENTE 70% OFF,2360.064,25.156
2025-04-01,107,bajío,1666,2015,120.95,132,23267.44,30581.76,82,83,Boots Product 107,Footwear,Boots,231.68,0.065508685,7.923169268,457.9545455,11.54711663,TRUE,URGENTE 70% OFF,1869.86,1844.704
2025-05-01,107,bajío,1768,1967,111.26,167,29226.78,38690.56,104,105,Boots Product 107,Footwear,Boots,231.68,0.084900864,9.445701357,353.3532934,14.85855618,TRUE,URGENTE 70% OFF,1833.488,-11.216
2025-06-01,107,bajío,1665,1458,87.57,158,27454.73,36605.44,96,97,Boots Product 107,Footwear,Boots,231.68,0.108367627,9.489489489,276.835443,18.83040466,TRUE,URGENTE 70% OFF,1352.916,1364.132
2025-07-01,107,bajío,1640,1650,100.61,188,32599.57,43555.84,108,108,Boots Product 107,Footwear,Boots,231.68,0.113939394,11.46341463,263.2978723,19.75731515,TRUE,URGENTE 70% OFF,1529.268,165.136
2025-08-01,107,bajío,1773,1717,96.84,164,29062.21,37995.52,104,104,Boots Product 107,Footwear,Boots,231.68,0.095515434,9.249858996,314.0853659,16.92615609,TRUE,URGENTE 70% OFF,1600.792,1435.656
2025-09-01,107,bajío,1505,1628,108.17,126,22107.47,29191.68,77,77,Boots Product 107,Footwear,Boots,231.68,0.077395577,8.372093023,387.6190476,13.57952703,TRUE,URGENTE 70% OFF,1498.196,62.54
2025-10-01,107,bajío,1845,2164,117.29,164,28934.505,37995.52,97,99,Boots Product 107,Footwear,Boots,231.68,0.075785582,8.888888889,395.8536585,13.37084335,TRUE,URGENTE 70% OFF,2023.252,1960.712
2025-11-01,107,bajío,1638,2053,125.34,183,32055.905,42397.44,111,113,Boots Product 107,Footwear,Boots,231.68,0.089137847,11.17216117,336.557377,15.61417681,TRUE,URGENTE 70% OFF,1902.592,-58.12
2025-12-01,107,bajío,1973,2481,125.75,210,36816.98,48652.8,124,126,Boots Product 107,Footwear,Boots,231.68,0.084643289,10.64368981,354.4285714,14.83957275,TRUE,URGENTE 70% OFF,2330.1,2388.22
2025-01-01,108,bajío,1338,1370,102.39,149,24241.87,29220.39,87,89,Boots Product 108,Footwear,Boots,196.11,0.108759124,11.13602392,275.8389262,17.69479562,TRUE,URGENTE 70% OFF,1247.132,0
2025-02-01,108,bajío,2230,2224,99.73,200,32283.81,39222,124,125,Boots Product 108,Footwear,Boots,196.11,0.089928058,8.968609865,333.6,14.51610162,TRUE,URGENTE 70% OFF,2104.324,2104.324
